Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,MontlyCharges,Churn
20,Female,33,6,0,1,22.91212121,0
47,Male,11,6,1,9,52.69454545,0
33,Male,54,17,1,18,10.81981481,0
46,Male,7,21,3,12,102.2014286,0
26,Female,42,20,2,11,13.8652381,0
46,Male,35,18,2,2,18.38428571,0
18,Male,16,16,1,2,57.225,0
48,Male,22,19,3,16,39.46818182,0
40,Male,59,16,0,14,8.811864407,0
23,Female,13,21,0,10,59.84461538,0
45,Female,22,18,4,8,23.12545455,0
20,Male,44,14,1,20,21.125,0
20,Female,44,30,2,10,18.28431818,0
26,Male,51,28,1,11,16.78313725,0
41,Female,9,21,3,12,110.2677778,0
30,Female,28,1,1,8,28.77392857,0
50,Male,34,6,5,16,28.96970588,0
27,Male,27,6,1,6,34.08407407,0
49,Male,48,19,2,1,19.485,0
44,Female,18,19,0,12,46.10444444,0
44,Male,30,6,2,4,22.62366667,0
44,Male,9,4,2,7,66.25777778,0
49,Male,6,18,1,14,129.5083333,0
45,Male,29,11,1,10,20.69,0
40,Male,43,8,2,17,14.14790698,0
35,Male,49,30,1,12,16.75959184,0
19,Male,37,14,0,0,25.67135135,0
32,Male,58,21,2,4,16.60327586,0
41,Male,9,20,0,10,108.7377778,0
43,Female,39,23,2,20,24.14948718,0
20,Male,52,22,0,16,17.96461538,0
50,Male,52,21,2,9,10.77461538,0
39,Male,52,14,0,14,18.85538462,0
40,Male,59,9,4,1,12.91186441,0
21,Male,32,11,0,2,28.4375,0
41,Female,22,22,4,3,30.74636364,0
31,Male,42,19,1,4,17.02357143,0
27,Female,19,26,2,5,41.72368421,0
23,Male,30,27,2,18,24.49,0
46,Female,30,30,1,8,20.03533333,0
26,Female,19,11,0,17,35.22157895,0
42,Male,42,28,1,13,23.52238095,0
49,Male,16,19,1,5,54.548125,0
25,Male,60,1,1,19,15.5555,0
42,Male,4,30,2,6,166.0775,0
20,Male,10,30,0,20,95.683,0
42,Male,16,29,0,7,61.473125,0
33,Male,29,29,1,9,32.81689655,0
37,Female,36,9,1,5,25.13888889,0
50,Female,48,17,3,19,11.8325,0
18,Male,33,24,1,19,29.21090909,0
50,Male,10,26,3,14,73.921,0
20,Male,26,11,1,10,37.74923077,0
39,Male,36,25,2,10,24.7775,0
21,Male,53,23,1,18,15.59943396,0
40,Male,36,10,0,17,20.91083333,0
44,Male,46,19,2,0,12.24630435,0
23,Male,57,22,1,3,15.98192982,0
41,Female,34,23,0,8,22.88058824,0
21,Male,30,10,1,13,30.44366667,0
36,Male,51,21,1,13,12.7272549,0
48,Male,5,16,1,3,120.778,0
41,Male,45,2,1,14,14.93844444,0
24,Female,34,16,0,13,27.32647059,0
48,Male,42,21,1,17,20.35880952,0
21,Male,21,14,1,7,42.75285714,0
43,Female,48,15,2,11,17.89770833,0
34,Female,20,22,3,17,26.2665,0
44,Male,10,18,1,3,58.283,0
44,Female,23,14,2,13,31.93391304,0
42,Female,15,12,3,18,33.82333333,0
25,Male,29,7,1,9,31.14862069,0
39,Male,47,13,1,7,16.10914894,0
40,Male,25,17,1,14,29.69,0
44,Male,19,30,1,10,27.10578947,0
37,Male,44,29,0,8,20.375,0
42,Male,6,9,3,9,142.0916667,0
46,Male,46,11,4,7,20.25456522,0
47,Female,2,7,3,10,338.235,0
47,Male,30,1,4,6,27.14033333,0
45,Male,22,14,4,10,23.46772727,0
47,Male,9,21,3,11,85.83,0
46,Male,51,30,2,3,9.875098039,0
19,Male,33,20,0,6,21.40090909,0
42,Male,36,29,2,15,14.00166667,0
31,Female,40,8,3,4,14.174,0
43,Male,47,4,2,8,12.36638298,0
44,Male,19,29,2,13,37.80736842,0
42,Male,2,30,2,20,428.235,0
44,Female,60,27,1,18,12.82616667,0
24,Male,29,22,1,6,33.23448276,0
39,Male,35,9,1,12,15.156,0
33,Male,30,30,0,15,30.005,0
41,Male,35,5,0,6,14.52285714,0
33,Male,25,27,1,20,32.4828,0
36,Male,34,28,3,19,26.86382353,0
31,Male,7,28,2,3,134.2157143,0
35,Male,29,6,1,10,30.68241379,0
45,Male,46,2,3,16,14.61326087,0
35,Male,48,23,2,16,13.84229167,0
32,Male,30,3,1,19,20.50066667,0
27,Male,7,4,2,7,136.5828571,0
44,Male,41,30,4,0,20.39536585,0
34,Male,36,16,1,13,16.41916667,0
36,Male,15,19,0,5,45.006,0
33,Male,27,3,3,8,33.04814815,0
34,Male,29,25,1,0,23.45931034,0
43,Female,42,2,3,2,17.69619048,0
44,Male,19,29,4,9,45.73789474,0
43,Male,48,5,2,12,16.93666667,0
33,Male,57,28,2,5,9.986666667,0
36,Male,29,30,1,19,24.90241379,0
27,Female,22,29,2,6,29.63590909,0
23,Female,15,21,1,15,35.35466667,0
45,Female,16,25,2,15,35.766875,0
27,Female,13,18,0,8,51.15461538,0
20,Female,10,27,1,1,91.417,0
48,Male,6,1,2,19,154.575,0
32,Male,15,17,0,10,45.81333333,0
47,Male,26,11,3,0,26.91653846,0
43,Male,11,23,0,7,64.36181818,0
40,Male,50,1,1,2,15.74,0
28,Male,40,19,1,12,19.80575,0
31,Male,30,10,1,13,20.84166667,0
34,Male,51,5,0,4,16.87686275,0
35,Male,59,25,3,11,16.8620339,0
25,Male,2,25,2,9,402.265,0
25,Male,9,30,0,0,71.17222222,0
34,Female,18,21,3,15,46.81722222,0
46,Male,17,10,1,13,32.09176471,0
40,Female,26,29,1,13,22.32769231,0
31,Male,23,14,1,13,42.71956522,0
43,Male,18,11,3,17,30.16611111,0
37,Male,58,23,0,3,16.61637931,0
37,Male,44,18,3,16,16.68772727,0
21,Male,46,21,1,0,11.67869565,0
38,Female,21,26,3,9,35.42142857,0
40,Female,27,8,2,9,22.07296296,0
32,Male,45,30,1,17,12.45688889,0
29,Male,11,28,1,18,88.49909091,0
24,Male,59,3,1,9,14.47271186,0
45,Male,57,23,2,5,13.87929825,0
30,Female,21,23,0,14,35.25142857,0
27,Male,57,1,1,9,13.67017544,0
37,Female,17,10,2,12,52.48882353,0
29,Female,42,13,0,19,12.09166667,0
36,Male,55,8,1,11,11.80709091,0
46,Male,41,14,4,16,13.89439024,0
50,Male,10,23,5,11,99.749,0
36,Male,33,21,0,14,17.37636364,0
39,Female,14,22,1,16,55.46214286,0
26,Male,37,25,1,7,18.69108108,0
28,Male,18,12,0,20,39.95333333,0
43,Male,27,10,3,17,27.39518519,0
25,Male,32,21,1,8,22.7696875,0
20,Male,7,15,1,14,123.7342857,0
47,Male,41,20,0,4,12.25853659,0
32,Male,22,26,2,6,34.78272727,0
24,Male,6,12,2,9,162.2233333,0
49,Female,31,28,4,16,29.85193548,0
43,Male,52,24,2,20,12.30346154,0
41,Male,21,29,1,17,27.57857143,0
40,Female,35,25,0,4,18.07685714,0
47,Female,26,21,2,14,33.93461538,0
37,Male,49,12,3,15,13.29040816,0
50,Male,33,8,5,2,19.06,0
43,Male,36,9,2,6,19.35027778,0
27,Female,26,9,2,10,23.33346154,0
33,Male,55,7,3,11,17.92309091,0
45,Male,59,14,3,17,9.033389831,0
50,Male,17,19,2,11,46.65941176,0
20,Female,8,21,0,11,89.90875,0
31,Male,37,26,2,16,15.22216216,0
48,Male,37,17,0,2,26.02837838,0
47,Female,11,5,2,15,72.30727273,0
38,Male,35,8,2,0,24.69171429,0
48,Male,29,29,2,19,28.78896552,0
47,Male,30,20,3,6,20.265,0
49,Female,50,3,3,13,16.754,0
39,Female,3,17,3,4,272.0233333,0
50,Female,31,10,3,2,19.84677419,0
37,Male,49,4,1,12,19.56387755,0
39,Female,4,2,3,0,178.375,0
50,Male,45,11,2,1,15.54333333,0
44,Male,26,16,1,17,21.96192308,0
39,Male,48,20,3,17,17.44,0
41,Male,31,26,3,7,19.88806452,0
45,Male,39,6,2,15,21.83076923,0
37,Male,32,30,3,1,22.3159375,0
45,Male,30,23,4,4,23.24866667,0
29,Male,17,15,0,2,53.74823529,0
19,Male,30,4,0,3,20.31433333,0
20,Male,54,10,0,14,17.02777778,0
49,Male,13,21,1,15,63.04923077,0
42,Female,15,26,0,10,42.91133333,0
25,Male,38,23,2,7,25.69605263,0
40,Female,36,20,0,20,22.44416667,0
30,Male,49,22,2,13,19.78387755,0
43,Female,53,9,1,2,18.16490566,0
48,Male,40,5,3,17,14.579,0
47,Male,5,19,0,7,122.6,0
42,Male,27,1,3,13,19.38851852,0
44,Male,42,22,3,11,18.3902381,0
47,Male,47,1,3,12,16.78914894,0
23,Male,38,18,1,14,16.22973684,0
34,Male,53,24,3,18,9.443773585,0
34,Female,32,11,3,11,25.905625,0
39,Female,39,5,1,9,12.99794872,0
27,Male,46,3,0,4,12.45913043,0
26,Male,30,5,2,9,31.12033333,0
25,Female,39,6,1,4,22.98512821,0
27,Male,29,15,0,7,34.02310345,0
42,Male,30,4,0,16,29.27966667,0
41,Male,7,11,3,11,84.78142857,0
46,Male,37,25,3,19,21.65945946,0
25,Female,7,2,1,5,72.34571429,0
21,Female,16,26,2,18,60.91,0
50,Male,6,11,4,7,135.2333333,0
24,Male,3,6,0,19,270.9,0
31,Female,54,2,1,5,13.87425926,0
49,Female,17,19,3,18,32.19764706,0
38,Female,35,9,2,7,17.48942857,0
50,Male,11,26,3,6,86.84,0
47,Male,54,9,0,1,11.53685185,0
33,Female,50,25,0,15,16.093,0
44,Male,12,24,1,18,68.70166667,0
34,Male,29,12,1,18,22.44586207,0
22,Male,37,16,1,4,22.21108108,0
30,Male,49,25,0,13,11.5177551,0
26,Male,19,15,2,10,36.32157895,0
20,Male,19,10,1,15,48.24473684,0
27,Male,33,17,0,0,26.49727273,0
49,Female,33,16,3,18,15.98121212,0
43,Male,43,18,0,6,14.59302326,0
29,Male,39,24,0,9,15.36102564,0
36,Male,41,4,0,0,22.83365854,0
24,Male,34,20,1,0,18.31323529,0
42,Male,45,23,1,15,21.47577778,0
29,Female,42,15,0,14,20.70595238,0
24,Male,1,12,1,10,635.69,0
39,Male,19,19,3,20,34.43578947,0
21,Male,28,24,2,8,35.05321429,0
35,Female,20,24,3,18,48.308,0
28,Male,55,27,2,1,14.30272727,0
48,Male,47,11,0,13,15.88744681,0
50,Male,41,18,0,1,22.63707317,0
34,Male,45,7,1,1,11.86133333,0
22,Female,15,28,1,18,45.52933333,0
46,Male,44,20,1,9,12.37227273,0
26,Female,29,21,0,3,21.78448276,0
36,Male,1,14,0,14,682.42,0
41,Male,30,27,1,9,23.30833333,0
38,Female,29,28,2,2,34.26758621,0
24,Female,41,22,2,8,17.85317073,0
49,Male,13,21,1,10,60.77923077,0
48,Male,44,19,4,1,20.42295455,0
18,Female,37,2,0,10,26.8427027,0
37,Male,29,5,3,11,29.11137931,0
30,Male,14,14,3,13,36.21214286,0
24,Male,33,8,0,11,26.94848485,0
34,Male,2,3,2,9,416.305,0
38,Female,47,9,2,4,15.21765957,0
44,Female,39,17,1,6,21.80153846,0
23,Male,20,17,0,10,43.339,0
26,Female,9,23,2,19,70.25333333,0
41,Female,52,8,1,5,14.24192308,0
43,Male,39,16,4,1,13.83205128,0
30,Female,8,28,2,9,94.28375,0
23,Male,43,19,2,13,19.52837209,0
32,Male,30,13,0,4,29.08966667,0
38,Male,43,18,1,5,21.4472093,0
46,Female,38,16,4,17,16.27947368,0
22,Male,35,9,1,8,18.10428571,0
29,Male,42,15,1,2,21.82190476,0
40,Male,24,13,3,14,33.59875,0
41,Male,33,6,4,13,21.99636364,0
33,Male,14,16,2,20,49.99,0
25,Female,33,16,1,17,23.35939394,0
40,Male,53,4,4,15,9.72754717,0
35,Male,40,17,3,7,24.954,0
26,Male,9,25,1,10,107.6955556,0
24,Male,5,30,0,3,189.18,0
23,Female,7,16,2,4,83.19428571,0
41,Male,37,16,1,4,22.83702703,0
23,Male,60,16,2,5,11.68716667,0
42,Male,53,18,4,2,15.79264151,0
44,Male,26,18,1,13,31.36307692,0
30,Male,60,15,3,6,9.995,0
33,Male,60,11,0,14,14.82066667,0
31,Male,51,29,3,9,10.06764706,0
40,Female,44,6,4,2,14.54681818,0
35,Female,35,15,0,17,15.29914286,0
32,Female,5,29,3,5,155.344,0
48,Male,48,19,1,11,13.63041667,0
30,Male,28,16,2,6,21.28714286,0
48,Male,47,11,1,13,13.80851064,0
24,Male,54,30,0,11,15.29851852,0
24,Male,12,29,2,18,70.69333333,0
44,Male,26,14,0,15,31.72230769,0
32,Female,47,1,0,12,19.67148936,0
42,Male,29,3,0,5,24.75827586,0
38,Male,1,6,0,10,561.81,0
27,Female,28,9,1,3,29.18571429,0
21,Male,9,25,0,10,68.50444444,0
37,Male,24,10,1,14,25.99375,0
32,Male,41,11,3,7,22.09,0
41,Female,49,19,2,18,15.73122449,0
24,Male,59,12,2,20,15.42830508,0
30,Male,1,11,3,13,930.54,0
26,Male,42,1,2,17,20.7397619,0
44,Female,56,23,1,15,15.52446429,0
49,Male,36,30,2,15,18.08444444,0
29,Male,47,22,0,8,17.36234043,0
47,Male,56,18,4,9,13.76964286,0
29,Male,54,4,1,15,11.01740741,0
49,Male,54,10,3,15,16.06018519,0
45,Male,60,5,2,15,15.36716667,0
26,Male,47,5,0,3,12.07148936,0
21,Female,9,15,1,2,85.70666667,0
43,Male,47,17,2,15,15.93808511,0
49,Male,59,13,0,5,14.47983051,0
31,Male,47,18,3,9,21.21531915,0
29,Female,10,16,1,16,65.635,0
29,Male,50,27,1,5,18.3596,0
44,Male,52,6,3,15,15.1725,0
39,Male,13,27,3,10,73.23307692,0
50,Male,58,25,1,3,14.1862069,0
44,Male,39,11,0,10,24.54871795,0
32,Female,48,13,1,16,15.261875,0
50,Male,50,28,2,3,10.6068,0
34,Male,52,17,3,10,17.10346154,0
49,Male,11,16,2,20,60.93454545,0
35,Male,28,9,1,1,28.75428571,0
44,Male,11,3,4,2,49.01909091,0
48,Male,11,23,4,18,54.66,0
20,Male,31,2,0,12,31.51258065,0
20,Male,32,2,0,17,18.52625,0
43,Female,53,29,4,3,13.03245283,0
45,Female,14,17,0,13,50.83571429,0
39,Female,46,5,1,0,14.41304348,0
43,Female,57,20,1,13,11.48754386,0
24,Female,48,22,1,2,19.673125,0
29,Female,18,25,1,1,33.71055556,0
48,Female,17,25,4,6,38.43058824,0
25,Male,27,3,1,11,18.99518519,0
27,Male,30,8,1,19,18.611,0
49,Male,53,27,2,4,12.11018868,0
31,Female,49,26,1,1,10.73163265,0
29,Male,45,25,2,13,20.89644444,0
20,Male,36,27,0,15,14.55944444,0
50,Male,17,14,0,17,44.02882353,0
34,Male,34,5,1,19,25.35970588,0
21,Male,10,22,1,9,56.989,0
40,Female,46,15,0,9,11.24173913,0
48,Female,14,22,4,2,66.58071429,0
38,Female,4,20,3,1,127.875,0
43,Male,47,27,1,13,11.51,0
30,Male,28,2,0,7,30.10357143,0
31,Male,57,9,2,7,16.68578947,0
48,Female,4,6,4,0,227.35,0
35,Male,60,5,3,6,15.8705,0
49,Male,53,6,2,20,16.16566038,0
36,Male,49,17,1,6,12.90857143,0
28,Male,43,19,1,10,21.35023256,0
37,Male,10,15,2,11,80.246,0
35,Female,55,21,0,16,13.64472727,0
37,Male,26,3,0,19,24.96384615,0
43,Male,22,11,3,14,39.12272727,0
41,Male,46,20,3,13,18.30086957,0
40,Male,56,13,0,5,9.695535714,0
47,Male,35,28,0,13,28.28628571,0
35,Female,47,23,2,17,18.94723404,0
48,Female,46,8,3,14,14.06130435,0
22,Male,23,15,1,4,26.63695652,0
20,Male,13,28,0,5,72.86153846,0
41,Female,28,13,1,11,22.7475,0
26,Male,26,29,0,7,32.33115385,0
34,Male,41,4,0,20,17.28365854,0
44,Male,51,25,3,17,13.51333333,0
43,Female,26,7,3,1,34.71230769,0
46,Female,7,30,2,10,80.28285714,0
24,Male,9,27,0,16,65.11555556,0
44,Male,58,5,1,3,9.344827586,0
50,Female,38,11,3,18,25.57289474,0
33,Male,24,26,0,19,35.28083333,0
21,Male,54,6,1,17,13.16907407,0
44,Male,36,17,4,18,24.55972222,0
47,Female,41,15,0,19,13.82682927,0
42,Male,27,12,4,11,26.78703704,0
28,Male,45,29,1,1,21.03955556,0
36,Male,42,19,0,9,22.30761905,0
38,Female,19,20,3,9,51.56,0
42,Female,42,21,4,5,16.72785714,0
44,Male,59,28,1,7,11.11440678,0
50,Female,31,9,1,10,16.42354839,0
22,Male,18,14,1,15,48.32333333,0
49,Female,27,16,1,17,24.08555556,0
37,Male,57,10,3,20,13.95315789,0
50,Female,42,2,2,3,21.52214286,0
40,Female,44,20,2,3,20.62954545,0
21,Female,43,2,0,8,19.08837209,0
36,Female,17,18,1,9,55.98764706,0
34,Male,38,13,1,12,19.58789474,0
46,Female,40,23,3,13,24.4835,0
40,Male,46,22,3,2,12.52608696,0
40,Female,6,29,2,9,162.1966667,0
49,Male,55,4,3,6,13.52872727,0
29,Male,8,6,1,12,69.515,0
30,Female,10,29,0,2,87.133,0
44,Female,15,15,4,19,53.71066667,0
37,Female,21,16,1,7,43.19809524,0
41,Male,34,19,3,18,14.76058824,0
26,Female,14,23,0,7,56.26714286,0
23,Female,30,3,0,1,30.81966667,0
32,Female,18,18,3,4,49.28,0
40,Female,45,27,1,16,19.72377778,0
22,Male,23,13,2,16,40.36347826,0
29,Female,58,20,0,17,10.56827586,0
36,Male,29,26,2,11,32.76103448,0
34,Male,9,2,0,9,109.6222222,0
38,Female,28,15,1,10,23.91392857,0
25,Male,11,8,2,6,73.30272727,0
49,Male,4,24,3,6,225.9525,0
22,Male,54,30,0,3,18.30018519,0
43,Female,53,20,0,12,16.84943396,0
38,Male,13,13,0,2,64.37384615,0
25,Male,51,18,1,0,19.11470588,0
34,Male,49,7,2,13,15.43081633,0
22,Male,27,16,2,2,25.2837037,0
37,Male,38,5,3,15,17.94526316,0
44,Male,30,20,4,12,21.75533333,0
46,Male,7,18,0,3,84.83571429,0
23,Female,51,26,1,4,16.66490196,0
30,Female,47,15,3,16,20.71638298,0
40,Male,57,15,3,11,12.82438596,0
37,Male,34,1,2,18,19.41264706,0
42,Female,48,19,1,15,14.36520833,0
47,Female,41,5,0,3,19.06341463,0
21,Male,44,2,0,15,14.16727273,0
20,Male,15,21,1,16,39.35866667,0
48,Female,55,17,1,19,15.67036364,0
44,Male,51,19,4,14,14.17862745,0
30,Male,18,11,1,18,38.07333333,0
41,Male,25,30,2,12,34.3492,0
29,Female,37,17,0,6,23.96945946,0
42,Male,18,24,1,18,52.81833333,0
36,Female,3,15,2,4,318.5333333,0
42,Female,6,5,1,0,134.5816667,0
41,Male,56,20,0,15,13.98928571,0
32,Male,27,11,0,15,24.14407407,0
41,Male,55,16,0,8,13.47963636,0
41,Male,24,13,1,19,25.98958333,0
33,Male,35,30,3,19,20.32714286,0
32,Female,56,13,0,1,12.47178571,0
44,Female,21,18,3,1,36.85904762,0
42,Male,58,15,3,19,15.445,0
27,Male,38,3,0,10,26.20052632,0
21,Female,53,21,1,2,16.24981132,0
38,Male,30,3,0,8,18.58633333,0
27,Female,9,2,1,15,59.02888889,0
50,Female,48,11,0,18,15.07645833,0
33,Male,38,20,0,16,21.04289474,0
38,Female,17,22,2,16,46.89058824,0
49,Male,54,12,2,12,12.23037037,0
48,Male,22,15,3,16,34.95590909,0
36,Male,50,10,3,10,17.8328,0
28,Male,46,20,0,7,18.27695652,0
19,Male,15,10,0,7,50.178,0
19,Male,30,4,0,5,22.487,0
31,Female,30,23,0,17,32.05833333,0
43,Female,33,6,1,7,21.76969697,0
46,Female,25,7,0,15,26.7504,0
31,Female,60,18,3,7,15.72133333,0
43,Male,58,20,2,12,14.23655172,0
32,Male,33,4,0,14,24.00666667,0
20,Male,22,11,1,10,41.63272727,0
27,Male,30,3,1,16,23.83733333,0
19,Male,47,17,1,5,18.36510638,0
46,Male,34,22,1,6,16.94235294,0
36,Male,31,8,2,7,17.70193548,0
18,Male,27,28,0,1,25.81,0
44,Male,36,13,3,11,17.75527778,0
19,Female,39,7,1,12,17.22025641,0
24,Male,42,10,0,11,19.5952381,0
39,Female,58,17,3,6,14.22724138,0
33,Female,45,22,3,11,20.32177778,0
47,Male,7,14,0,19,139.7171429,0
27,Male,50,26,2,6,11.729,0
38,Male,29,16,1,16,25.42344828,0
43,Male,23,19,2,11,35.57913043,0
36,Male,43,28,2,7,14.11162791,0
30,Female,8,18,1,11,80.68,0
26,Male,31,29,2,10,25.19,0
50,Male,27,5,2,2,35.38777778,0
33,Female,48,7,1,15,11.3125,0
38,Male,52,20,1,9,9.932115385,0
43,Male,39,4,2,10,24.81205128,0
19,Male,47,5,1,18,18.59702128,0
49,Female,11,17,0,16,54.91,0
22,Male,37,27,2,10,16.92108108,0
34,Female,28,15,3,2,29.08571429,0
48,Female,5,3,2,14,120.31,0
24,Male,51,19,2,7,11.04764706,0
27,Male,46,19,1,8,20.52456522,0
39,Male,47,9,2,15,11.02404255,0
43,Male,30,23,2,4,32.49666667,0
50,Male,12,22,5,16,73.6325,0
18,Male,38,23,0,7,18.22842105,0
27,Male,5,11,2,18,134.334,0
48,Male,26,8,2,18,27.33538462,0
44,Male,45,5,2,5,11.80444444,0
34,Male,31,14,1,5,22.95354839,0
25,Male,19,11,0,15,35.28736842,0
32,Male,51,5,1,17,18.91137255,0
49,Male,29,1,1,20,34.26344828,0
20,Female,36,11,2,6,26.23,0
25,Male,55,10,2,6,16.07945455,0
47,Female,54,10,2,1,17.10185185,0
46,Male,55,10,1,7,9.563090909,0
30,Male,37,30,2,17,24.37162162,0
33,Male,8,14,2,11,110.1275,0
42,Male,28,4,0,2,19.44071429,0
38,Male,25,27,3,13,30.5964,0
19,Female,25,9,1,11,32.7,0
49,Female,45,8,3,17,14.55866667,0
45,Male,3,23,3,15,310.34,0
21,Male,19,20,2,0,46.47105263,0
49,Male,24,29,1,3,36.69875,0
40,Male,39,1,2,20,23.95794872,0
44,Male,40,23,4,16,20.577,0
42,Male,25,19,4,13,33.2708,0
22,Female,23,17,2,8,29.48434783,0
30,Female,23,21,2,16,40.86652174,0
20,Male,7,26,0,1,126.4842857,0
35,Female,28,15,2,20,27.81607143,0
31,Female,57,13,2,19,10.7177193,0
20,Male,54,18,1,12,18.30555556,0
40,Male,57,26,0,20,15.68614035,0
40,Male,23,15,4,10,33.05956522,0
37,Female,5,3,0,1,172.844,0
32,Male,53,13,1,12,10.71566038,0
48,Male,49,9,3,13,19.64285714,0
42,Male,24,21,0,7,24.56208333,0
30,Male,5,8,2,7,145.282,0
32,Male,57,3,3,12,10.80736842,0
49,Male,28,20,2,6,34.47928571,0
40,Male,1,25,1,19,595.73,0
42,Male,1,14,1,9,507.81,0
50,Male,54,1,4,2,16.71611111,0
40,Male,38,28,1,10,17.43815789,0
27,Male,3,15,0,8,259.0233333,0
27,Male,19,23,0,14,45.61368421,0
32,Male,6,5,3,2,94.62,0
28,Female,12,10,1,15,47.03916667,0
35,Female,54,11,1,4,10.11148148,0
48,Male,31,30,1,5,24.98387097,0
20,Male,18,27,2,10,53.64444444,0
23,Male,58,19,0,5,14.33482759,0
43,Male,55,11,2,9,16.74036364,0
36,Male,60,17,2,15,14.32633333,0
26,Female,35,18,2,5,18.90628571,0
24,Male,7,17,2,6,106.1442857,0
34,Male,21,21,2,18,27.53571429,0
35,Female,2,28,3,11,467.92,0
30,Male,54,27,2,20,12.76685185,0
41,Male,57,13,2,14,12.32807018,0
25,Male,11,7,0,1,65.95909091,0
48,Male,18,21,2,2,34.425,0
45,Male,14,10,0,18,41.45642857,0
18,Male,6,25,0,6,119.2,0
41,Male,46,27,0,9,15.52152174,0
32,Female,26,26,3,17,33.59730769,0
22,Male,49,7,1,4,14.54102041,0
44,Female,39,18,0,9,16.11461538,0
35,Female,26,18,1,9,35.25076923,0
40,Female,42,13,1,7,22.71547619,0
36,Female,20,24,1,18,39.1335,0
30,Female,3,3,3,14,328.3833333,0
42,Female,38,4,2,2,15.82,0
48,Male,19,23,1,1,30.26263158,0
36,Male,25,3,3,16,29.1496,0
35,Female,55,18,0,0,10.75327273,0
31,Male,42,21,1,13,23.35738095,0
37,Male,46,5,0,16,18.98347826,0
42,Male,10,15,2,15,58.644,0
47,Male,20,19,3,16,46.7835,0
29,Female,29,23,1,19,28.34206897,0
46,Male,33,30,2,5,28.72818182,0
49,Female,34,22,2,2,18.815,0
46,Female,27,29,0,11,31.14296296,0
21,Female,48,15,2,6,11.348125,0
37,Female,11,17,1,20,75.52909091,0
33,Male,2,6,3,20,365.635,0
46,Female,33,18,0,14,18.25818182,0
36,Male,58,8,0,17,15.7987931,0
36,Male,24,26,3,14,37.61208333,0
39,Male,31,6,1,18,28.27516129,0
19,Male,40,16,0,20,17.7365,0
50,Male,22,28,0,20,23.51863636,0
28,Male,17,26,1,19,54.11294118,0
35,Male,11,17,3,0,78.94909091,0
32,Female,23,24,3,18,27.79913043,0
31,Male,21,25,2,16,42.74380952,0
34,Male,43,15,2,15,21.69488372,0
26,Male,46,26,2,14,15.47869565,0
24,Male,51,10,2,6,16.56823529,0
39,Male,26,2,3,1,27.93615385,0
41,Male,41,20,2,12,18.01634146,0
50,Female,53,7,1,13,11.09301887,0
50,Female,47,25,3,4,19.48085106,0
33,Male,36,5,3,2,24.56083333,0
33,Male,35,13,2,4,28.06714286,0
40,Female,1,19,3,3,808.75,0
40,Male,12,16,0,11,66.50083333,0
35,Male,46,19,2,14,16.10043478,0
46,Male,2,2,4,6,497.685,0
31,Female,53,16,0,16,11.82943396,0
20,Male,9,17,1,14,104.9511111,0
42,Male,60,28,2,17,12.36083333,0
40,Male,20,19,1,16,47.9535,0
48,Female,51,30,2,6,16.54745098,0
47,Female,35,18,2,4,14.89228571,0
49,Female,37,19,2,0,14.10459459,0
38,Female,45,21,1,6,19.42066667,0
43,Male,40,3,4,1,14.487,0
31,Female,10,13,0,11,68.997,0
43,Male,27,3,4,18,31.24962963,0
41,Female,15,13,0,20,35.90666667,0
43,Male,51,30,2,0,15.25862745,0
20,Male,25,26,0,1,34.5684,0
33,Female,9,1,0,14,96.37444444,0
31,Male,39,23,3,16,15.77128205,0
40,Female,42,25,3,7,16.26809524,0
37,Male,28,15,0,1,34.22464286,0
35,Male,45,30,0,9,21.61444444,0
48,Male,40,18,3,2,21.6515,0
46,Male,45,3,0,1,22.08311111,0
31,Female,27,15,1,1,27.12296296,0
47,Male,44,13,3,14,12.36,0
31,Male,59,17,2,0,16.65440678,0
38,Female,31,19,2,7,21.6783871,0
29,Male,58,17,2,11,16.52896552,0
30,Male,41,12,1,15,14.12268293,0
35,Female,50,9,0,18,12.5638,0
27,Male,3,22,0,1,174.52,0
21,Male,56,4,2,15,9.578571429,0
35,Male,37,5,0,16,18.24081081,0
26,Male,55,18,0,16,10.89472727,0
21,Male,41,25,2,19,18.86073171,0
30,Male,16,27,2,15,51.866875,0
30,Female,45,30,2,17,21.46177778,0
29,Female,34,11,2,15,19.34941176,0
19,Female,60,28,0,16,9.433833333,0
30,Male,39,22,0,20,20.82461538,0
19,Male,7,1,0,19,140.7242857,0
47,Male,45,6,0,3,18.56622222,0
35,Male,21,25,3,3,24.74047619,0
35,Male,30,10,3,15,20.29833333,0
35,Male,12,24,1,0,77.73583333,0
21,Male,33,11,2,2,28.55787879,0
34,Female,34,25,2,14,14.98088235,0
37,Male,50,20,3,12,14.3188,0
33,Male,44,27,1,15,21.48681818,0
47,Male,14,27,2,10,59.72928571,0
32,Male,23,13,2,17,34.53304348,0
18,Male,59,7,1,0,8.644237288,0
39,Male,34,25,3,4,19.05470588,0
31,Female,44,16,1,15,12.36886364,0
34,Male,11,27,2,20,65.00727273,0
42,Male,2,17,1,0,322.61,0
24,Female,42,29,2,2,16.79095238,0
49,Male,22,20,0,12,35.00272727,0
23,Male,2,11,1,13,290.465,0
36,Male,9,15,1,1,74.01444444,0
24,Male,25,19,2,19,34.2088,0
